sequence,camera,frame,hand,cameras_in_sequence,camera_under_test_excluded,cameras_available_to_reconstruction,inlier_cameras,camera_under_test_in_inliers,loco_status,n_paired_joints,usable_for_solver,status,gt_focal_used,gt_extrinsics_used_in_solver_input,provided_3d_used
p44-dog-0004,brics-odroid-007_cam0,0,left,49,1,29,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,0,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,5,left,49,1,28,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,5,right,49,1,29,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,10,left,49,1,27,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,10,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,15,left,49,1,28,7,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,15,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,20,left,49,1,31,12,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,20,right,49,1,33,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,26,left,49,1,28,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,26,right,49,1,32,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,31,left,49,1,31,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,31,right,49,1,32,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,36,left,49,1,30,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,36,right,49,1,32,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,41,left,49,1,27,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,41,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,47,left,49,1,31,12,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,47,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,52,left,49,1,29,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,52,right,49,1,31,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,57,left,49,1,28,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,57,right,49,1,27,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,62,left,49,1,28,9,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,62,right,49,1,30,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,68,left,49,1,27,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,68,right,49,1,30,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,73,left,49,1,33,13,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,73,right,49,1,31,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam0,78,left,49,1,28,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam0,78,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,0,left,49,1,29,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam1,0,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,5,left,49,1,28,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam1,5,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,10,left,49,1,27,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam1,10,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,15,left,49,1,27,7,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,15,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,20,left,49,1,31,12,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam1,20,right,49,1,33,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,26,left,49,1,28,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam1,26,right,49,1,32,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,31,left,49,1,31,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam1,31,right,49,1,32,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,36,left,49,1,30,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-007_cam1,36,right,49,1,32,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,41,left,49,1,26,7,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,41,right,49,1,29,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,47,left,49,1,30,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,47,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,52,left,49,1,28,9,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,52,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,57,left,49,1,27,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,57,right,49,1,27,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,62,left,49,1,27,9,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,62,right,49,1,30,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,68,left,49,1,26,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,68,right,49,1,30,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,73,left,49,1,32,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,73,right,49,1,31,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,78,left,49,1,27,9,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-007_cam1,78,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-008_cam0,0,left,49,1,29,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,0,right,49,1,30,14,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,5,left,49,1,28,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,5,right,49,1,30,14,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,10,left,49,1,27,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,10,right,49,1,30,15,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,15,left,49,1,28,7,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,15,right,49,1,30,15,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,20,left,49,1,31,12,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,20,right,49,1,34,17,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,26,left,49,1,28,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,26,right,49,1,33,16,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,31,left,49,1,31,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,31,right,49,1,33,15,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,36,left,49,1,30,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,36,right,49,1,33,17,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,41,left,49,1,27,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,41,right,49,1,30,16,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,47,left,49,1,31,12,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,47,right,49,1,30,15,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,52,left,49,1,29,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,52,right,49,1,32,15,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,57,left,49,1,28,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,57,right,49,1,28,16,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,62,left,49,1,28,9,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,62,right,49,1,31,15,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,68,left,49,1,27,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,68,right,49,1,31,16,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,73,left,49,1,33,13,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,73,right,49,1,32,15,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,78,left,49,1,28,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-008_cam0,78,right,49,1,32,17,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-009_cam1,0,left,49,1,29,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-009_cam1,0,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,5,left,49,1,28,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-009_cam1,5,right,49,1,29,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,10,left,49,1,27,8,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-009_cam1,10,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,15,left,49,1,27,8,0,ok,19,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,15,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,20,left,49,1,30,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,20,right,49,1,33,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,26,left,49,1,27,9,0,ok,19,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,26,right,49,1,32,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,31,left,49,1,30,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,31,right,49,1,32,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,36,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,36,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,41,left,49,1,26,7,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,41,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,47,left,49,1,30,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,47,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,52,left,49,1,28,9,0,ok,19,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,52,right,49,1,31,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,57,left,49,1,27,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,57,right,49,1,27,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,62,left,49,1,27,9,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,62,right,49,1,30,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,68,left,49,1,26,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,68,right,49,1,30,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,73,left,49,1,32,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,73,right,49,1,31,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,78,left,49,1,27,9,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-009_cam1,78,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,0,left,49,1,28,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,0,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,5,left,49,1,27,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,5,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,10,left,49,1,26,8,0,ok,18,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,10,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,15,left,49,1,27,7,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,15,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,20,left,49,1,30,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,20,right,49,1,33,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,26,left,49,1,27,8,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,26,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,31,left,49,1,30,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,31,right,49,1,32,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,36,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,36,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,41,left,49,1,26,7,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,41,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,47,left,49,1,30,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,47,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,52,left,49,1,28,9,0,ok,19,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,52,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,57,left,49,1,27,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,57,right,49,1,27,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,62,left,49,1,27,9,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,62,right,49,1,30,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,68,left,49,1,26,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,68,right,49,1,30,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,73,left,49,1,32,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,73,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,78,left,49,1,27,9,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam0,78,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,0,left,49,1,28,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,0,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,5,left,49,1,27,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,5,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,10,left,49,1,26,8,0,ok,18,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,10,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,15,left,49,1,27,7,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,15,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,20,left,49,1,30,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,20,right,49,1,33,17,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,26,left,49,1,27,8,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,26,right,49,1,32,17,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,31,left,49,1,30,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,31,right,49,1,32,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,36,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,36,right,49,1,32,17,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,41,left,49,1,26,7,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,41,right,49,1,29,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,47,left,49,1,30,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,47,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,52,left,49,1,28,9,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,52,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,57,left,49,1,28,11,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-010_cam1,57,right,49,1,27,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,62,left,49,1,28,9,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-010_cam1,62,right,49,1,30,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,68,left,49,1,27,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-010_cam1,68,right,49,1,30,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,73,left,49,1,32,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,73,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,78,left,49,1,27,9,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-010_cam1,78,right,49,1,31,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,0,left,49,1,28,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,0,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,5,left,49,1,27,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,5,right,49,1,29,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,10,left,49,1,26,8,0,ok,18,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,10,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,15,left,49,1,27,8,0,ok,19,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,15,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,20,left,49,1,30,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,20,right,49,1,33,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,26,left,49,1,27,9,0,ok,18,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,26,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,31,left,49,1,30,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,31,right,49,1,32,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,36,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,36,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,41,left,49,1,26,7,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,41,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,47,left,49,1,30,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,47,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,52,left,49,1,28,9,0,ok,18,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,52,right,49,1,31,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,57,left,49,1,27,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,57,right,49,1,27,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,62,left,49,1,27,9,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,62,right,49,1,30,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,68,left,49,1,27,10,0,ok,0,0,too_few_paired_joints,0,0,0
p44-dog-0004,brics-odroid-011_cam0,68,right,49,1,30,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,73,left,49,1,32,13,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,73,right,49,1,31,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,78,left,49,1,27,9,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-011_cam0,78,right,49,1,31,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,0,left,49,1,28,9,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,0,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,5,left,49,1,27,10,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,5,right,49,1,29,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,10,left,49,1,26,8,0,ok,17,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,10,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,15,left,49,1,27,7,0,ok,19,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,15,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,20,left,49,1,30,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,20,right,49,1,33,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,26,left,49,1,27,8,0,ok,19,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,26,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,31,left,49,1,30,11,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,31,right,49,1,32,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,36,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,36,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,41,left,49,1,26,7,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,41,right,49,1,29,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,47,left,49,1,30,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,47,right,49,1,29,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,52,left,49,1,28,9,0,ok,18,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,52,right,49,1,31,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,57,left,49,1,27,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,57,right,49,1,27,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,62,left,49,1,27,8,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,62,right,49,1,30,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,68,left,49,1,26,10,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,68,right,49,1,30,15,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,73,left,49,1,32,12,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,73,right,49,1,31,14,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,78,left,49,1,27,8,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam0,78,right,49,1,31,16,0,ok,21,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam1,0,left,49,1,28,10,0,ok,20,1,ok,0,0,0
p44-dog-0004,brics-odroid-012_cam1,0,right,49,1,29,14,0,ok,21,1,ok,0,0,0
