key,sequence,camera,frame,status,n_hands,image_width,image_height,pipeline_focal,cache_file
p44-dog-0004__brics-odroid-009_cam1__000327,p44-dog-0004,brics-odroid-009_cam1,327,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-009_cam1__000327.npz
p44-dog-0004__brics-odroid-009_cam1__000328,p44-dog-0004,brics-odroid-009_cam1,328,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-009_cam1__000328.npz
p44-dog-0004__brics-odroid-010_cam0__000317,p44-dog-0004,brics-odroid-010_cam0,317,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000317.npz
p44-dog-0004__brics-odroid-010_cam0__000318,p44-dog-0004,brics-odroid-010_cam0,318,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000318.npz
p44-dog-0004__brics-odroid-010_cam0__000319,p44-dog-0004,brics-odroid-010_cam0,319,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000319.npz
p44-dog-0004__brics-odroid-010_cam0__000320,p44-dog-0004,brics-odroid-010_cam0,320,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000320.npz
p44-dog-0004__brics-odroid-010_cam0__000321,p44-dog-0004,brics-odroid-010_cam0,321,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000321.npz
p44-dog-0004__brics-odroid-010_cam0__000322,p44-dog-0004,brics-odroid-010_cam0,322,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000322.npz
p44-dog-0004__brics-odroid-010_cam0__000323,p44-dog-0004,brics-odroid-010_cam0,323,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000323.npz
p44-dog-0004__brics-odroid-010_cam0__000324,p44-dog-0004,brics-odroid-010_cam0,324,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000324.npz
p44-dog-0004__brics-odroid-010_cam0__000325,p44-dog-0004,brics-odroid-010_cam0,325,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000325.npz
p44-dog-0004__brics-odroid-010_cam0__000326,p44-dog-0004,brics-odroid-010_cam0,326,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-010_cam0__000326.npz
p44-dog-0004__brics-odroid-011_cam0__000129,p44-dog-0004,brics-odroid-011_cam0,129,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-011_cam0__000129.npz
p44-dog-0004__brics-odroid-011_cam0__000130,p44-dog-0004,brics-odroid-011_cam0,130,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-011_cam0__000130.npz
p44-dog-0004__brics-odroid-011_cam0__000131,p44-dog-0004,brics-odroid-011_cam0,131,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-011_cam0__000131.npz
p44-dog-0004__brics-odroid-011_cam0__000132,p44-dog-0004,brics-odroid-011_cam0,132,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-011_cam0__000132.npz
p44-dog-0004__brics-odroid-011_cam0__000133,p44-dog-0004,brics-odroid-011_cam0,133,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-011_cam0__000133.npz
p44-dog-0004__brics-odroid-011_cam0__000134,p44-dog-0004,brics-odroid-011_cam0,134,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-011_cam0__000134.npz
p44-dog-0004__brics-odroid-011_cam0__000135,p44-dog-0004,brics-odroid-011_cam0,135,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-011_cam0__000135.npz
p44-dog-0004__brics-odroid-011_cam0__000136,p44-dog-0004,brics-odroid-011_cam0,136,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-011_cam0__000136.npz
p44-dog-0004__brics-odroid-011_cam0__000137,p44-dog-0004,brics-odroid-011_cam0,137,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-011_cam0__000137.npz
p44-dog-0004__brics-odroid-012_cam0__000005,p44-dog-0004,brics-odroid-012_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000005.npz
p44-dog-0004__brics-odroid-012_cam0__000006,p44-dog-0004,brics-odroid-012_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000006.npz
p44-dog-0004__brics-odroid-012_cam0__000017,p44-dog-0004,brics-odroid-012_cam0,17,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000017.npz
p44-dog-0004__brics-odroid-012_cam0__000018,p44-dog-0004,brics-odroid-012_cam0,18,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000018.npz
p44-dog-0004__brics-odroid-012_cam0__000019,p44-dog-0004,brics-odroid-012_cam0,19,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000019.npz
p44-dog-0004__brics-odroid-012_cam0__000020,p44-dog-0004,brics-odroid-012_cam0,20,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000020.npz
p44-dog-0004__brics-odroid-012_cam0__000021,p44-dog-0004,brics-odroid-012_cam0,21,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000021.npz
p44-dog-0004__brics-odroid-012_cam0__000022,p44-dog-0004,brics-odroid-012_cam0,22,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000022.npz
p44-dog-0004__brics-odroid-012_cam0__000027,p44-dog-0004,brics-odroid-012_cam0,27,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000027.npz
p44-dog-0004__brics-odroid-012_cam0__000028,p44-dog-0004,brics-odroid-012_cam0,28,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam0__000028.npz
p44-dog-0004__brics-odroid-012_cam1__000001,p44-dog-0004,brics-odroid-012_cam1,1,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam1__000001.npz
p44-dog-0004__brics-odroid-012_cam1__000002,p44-dog-0004,brics-odroid-012_cam1,2,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam1__000002.npz
p44-dog-0004__brics-odroid-012_cam1__000004,p44-dog-0004,brics-odroid-012_cam1,4,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam1__000004.npz
p44-dog-0004__brics-odroid-012_cam1__000005,p44-dog-0004,brics-odroid-012_cam1,5,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam1__000005.npz
p44-dog-0004__brics-odroid-012_cam1__000017,p44-dog-0004,brics-odroid-012_cam1,17,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam1__000017.npz
p44-dog-0004__brics-odroid-012_cam1__000018,p44-dog-0004,brics-odroid-012_cam1,18,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam1__000018.npz
p44-dog-0004__brics-odroid-012_cam1__000020,p44-dog-0004,brics-odroid-012_cam1,20,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam1__000020.npz
p44-dog-0004__brics-odroid-012_cam1__000021,p44-dog-0004,brics-odroid-012_cam1,21,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam1__000021.npz
p44-dog-0004__brics-odroid-012_cam1__000024,p44-dog-0004,brics-odroid-012_cam1,24,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-012_cam1__000024.npz
p44-dog-0004__brics-odroid-016_cam0__000000,p44-dog-0004,brics-odroid-016_cam0,0,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000000.npz
p44-dog-0004__brics-odroid-016_cam0__000005,p44-dog-0004,brics-odroid-016_cam0,5,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000005.npz
p44-dog-0004__brics-odroid-016_cam0__000014,p44-dog-0004,brics-odroid-016_cam0,14,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000014.npz
p44-dog-0004__brics-odroid-016_cam0__000017,p44-dog-0004,brics-odroid-016_cam0,17,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000017.npz
p44-dog-0004__brics-odroid-016_cam0__000019,p44-dog-0004,brics-odroid-016_cam0,19,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000019.npz
p44-dog-0004__brics-odroid-016_cam0__000020,p44-dog-0004,brics-odroid-016_cam0,20,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000020.npz
p44-dog-0004__brics-odroid-016_cam0__000022,p44-dog-0004,brics-odroid-016_cam0,22,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000022.npz
p44-dog-0004__brics-odroid-016_cam0__000027,p44-dog-0004,brics-odroid-016_cam0,27,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000027.npz
p44-dog-0004__brics-odroid-016_cam0__000028,p44-dog-0004,brics-odroid-016_cam0,28,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000028.npz
p44-dog-0004__brics-odroid-016_cam0__000029,p44-dog-0004,brics-odroid-016_cam0,29,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-016_cam0__000029.npz
p44-dog-0004__brics-odroid-017_cam0__000005,p44-dog-0004,brics-odroid-017_cam0,5,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000005.npz
p44-dog-0004__brics-odroid-017_cam0__000019,p44-dog-0004,brics-odroid-017_cam0,19,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000019.npz
p44-dog-0004__brics-odroid-017_cam0__000028,p44-dog-0004,brics-odroid-017_cam0,28,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000028.npz
p44-dog-0004__brics-odroid-017_cam0__000029,p44-dog-0004,brics-odroid-017_cam0,29,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000029.npz
p44-dog-0004__brics-odroid-017_cam0__000034,p44-dog-0004,brics-odroid-017_cam0,34,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000034.npz
p44-dog-0004__brics-odroid-017_cam0__000037,p44-dog-0004,brics-odroid-017_cam0,37,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000037.npz
p44-dog-0004__brics-odroid-017_cam0__000038,p44-dog-0004,brics-odroid-017_cam0,38,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000038.npz
p44-dog-0004__brics-odroid-017_cam0__000039,p44-dog-0004,brics-odroid-017_cam0,39,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000039.npz
p44-dog-0004__brics-odroid-017_cam0__000055,p44-dog-0004,brics-odroid-017_cam0,55,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000055.npz
p44-dog-0004__brics-odroid-017_cam0__000057,p44-dog-0004,brics-odroid-017_cam0,57,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam0__000057.npz
p44-dog-0004__brics-odroid-017_cam1__000126,p44-dog-0004,brics-odroid-017_cam1,126,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam1__000126.npz
p44-dog-0004__brics-odroid-017_cam1__000127,p44-dog-0004,brics-odroid-017_cam1,127,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam1__000127.npz
p44-dog-0004__brics-odroid-017_cam1__000128,p44-dog-0004,brics-odroid-017_cam1,128,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam1__000128.npz
p44-dog-0004__brics-odroid-017_cam1__000129,p44-dog-0004,brics-odroid-017_cam1,129,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam1__000129.npz
p44-dog-0004__brics-odroid-017_cam1__000130,p44-dog-0004,brics-odroid-017_cam1,130,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam1__000130.npz
p44-dog-0004__brics-odroid-017_cam1__000132,p44-dog-0004,brics-odroid-017_cam1,132,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam1__000132.npz
p44-dog-0004__brics-odroid-017_cam1__000133,p44-dog-0004,brics-odroid-017_cam1,133,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam1__000133.npz
p44-dog-0004__brics-odroid-017_cam1__000134,p44-dog-0004,brics-odroid-017_cam1,134,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam1__000134.npz
p44-dog-0004__brics-odroid-017_cam1__000135,p44-dog-0004,brics-odroid-017_cam1,135,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-017_cam1__000135.npz
p44-dog-0004__brics-odroid-019_cam1__000325,p44-dog-0004,brics-odroid-019_cam1,325,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-019_cam1__000325.npz
p44-dog-0004__brics-odroid-020_cam0__000321,p44-dog-0004,brics-odroid-020_cam0,321,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000321.npz
p44-dog-0004__brics-odroid-020_cam0__000322,p44-dog-0004,brics-odroid-020_cam0,322,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000322.npz
p44-dog-0004__brics-odroid-020_cam0__000323,p44-dog-0004,brics-odroid-020_cam0,323,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000323.npz
p44-dog-0004__brics-odroid-020_cam0__000324,p44-dog-0004,brics-odroid-020_cam0,324,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000324.npz
p44-dog-0004__brics-odroid-020_cam0__000325,p44-dog-0004,brics-odroid-020_cam0,325,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000325.npz
p44-dog-0004__brics-odroid-020_cam0__000326,p44-dog-0004,brics-odroid-020_cam0,326,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000326.npz
p44-dog-0004__brics-odroid-020_cam0__000327,p44-dog-0004,brics-odroid-020_cam0,327,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000327.npz
p44-dog-0004__brics-odroid-020_cam0__000328,p44-dog-0004,brics-odroid-020_cam0,328,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000328.npz
p44-dog-0004__brics-odroid-020_cam0__000329,p44-dog-0004,brics-odroid-020_cam0,329,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000329.npz
p44-dog-0004__brics-odroid-020_cam0__000330,p44-dog-0004,brics-odroid-020_cam0,330,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam0__000330.npz
p44-dog-0004__brics-odroid-020_cam1__000131,p44-dog-0004,brics-odroid-020_cam1,131,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000131.npz
p44-dog-0004__brics-odroid-020_cam1__000132,p44-dog-0004,brics-odroid-020_cam1,132,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000132.npz
p44-dog-0004__brics-odroid-020_cam1__000133,p44-dog-0004,brics-odroid-020_cam1,133,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000133.npz
p44-dog-0004__brics-odroid-020_cam1__000134,p44-dog-0004,brics-odroid-020_cam1,134,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000134.npz
p44-dog-0004__brics-odroid-020_cam1__000135,p44-dog-0004,brics-odroid-020_cam1,135,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000135.npz
p44-dog-0004__brics-odroid-020_cam1__000136,p44-dog-0004,brics-odroid-020_cam1,136,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000136.npz
p44-dog-0004__brics-odroid-020_cam1__000137,p44-dog-0004,brics-odroid-020_cam1,137,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000137.npz
p44-dog-0004__brics-odroid-020_cam1__000138,p44-dog-0004,brics-odroid-020_cam1,138,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000138.npz
p44-dog-0004__brics-odroid-020_cam1__000146,p44-dog-0004,brics-odroid-020_cam1,146,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000146.npz
p44-dog-0004__brics-odroid-020_cam1__000148,p44-dog-0004,brics-odroid-020_cam1,148,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-020_cam1__000148.npz
p44-dog-0004__brics-odroid-021_cam0__000000,p44-dog-0004,brics-odroid-021_cam0,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam0__000000.npz
p44-dog-0004__brics-odroid-021_cam0__000004,p44-dog-0004,brics-odroid-021_cam0,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam0__000004.npz
p44-dog-0004__brics-odroid-021_cam0__000005,p44-dog-0004,brics-odroid-021_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam0__000005.npz
p44-dog-0004__brics-odroid-021_cam0__000006,p44-dog-0004,brics-odroid-021_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam0__000006.npz
p44-dog-0004__brics-odroid-021_cam0__000007,p44-dog-0004,brics-odroid-021_cam0,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam0__000007.npz
p44-dog-0004__brics-odroid-021_cam0__000017,p44-dog-0004,brics-odroid-021_cam0,17,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam0__000017.npz
p44-dog-0004__brics-odroid-021_cam0__000019,p44-dog-0004,brics-odroid-021_cam0,19,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam0__000019.npz
p44-dog-0004__brics-odroid-021_cam0__000020,p44-dog-0004,brics-odroid-021_cam0,20,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam0__000020.npz
p44-dog-0004__brics-odroid-021_cam0__000021,p44-dog-0004,brics-odroid-021_cam0,21,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam0__000021.npz
p44-dog-0004__brics-odroid-021_cam1__000000,p44-dog-0004,brics-odroid-021_cam1,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam1__000000.npz
p44-dog-0004__brics-odroid-021_cam1__000005,p44-dog-0004,brics-odroid-021_cam1,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam1__000005.npz
p44-dog-0004__brics-odroid-021_cam1__000014,p44-dog-0004,brics-odroid-021_cam1,14,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam1__000014.npz
p44-dog-0004__brics-odroid-021_cam1__000017,p44-dog-0004,brics-odroid-021_cam1,17,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam1__000017.npz
p44-dog-0004__brics-odroid-021_cam1__000018,p44-dog-0004,brics-odroid-021_cam1,18,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam1__000018.npz
p44-dog-0004__brics-odroid-021_cam1__000019,p44-dog-0004,brics-odroid-021_cam1,19,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam1__000019.npz
p44-dog-0004__brics-odroid-021_cam1__000020,p44-dog-0004,brics-odroid-021_cam1,20,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam1__000020.npz
p44-dog-0004__brics-odroid-021_cam1__000021,p44-dog-0004,brics-odroid-021_cam1,21,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p44-dog-0004__brics-odroid-021_cam1__000021.npz
